,id,room_type,host_id,host_since,host_response_rate,reviews_per_month,review_scores_value,review_scores_location,review_scores_communication,review_scores_checkin,review_scores_cleanliness,review_scores_rating,price,cleaning_fee,zipcode,number_of_reviews
6992,21157710,Entire home/apt,114770438,2017-02-04,,0.08,10.0,8.0,10.0,10.0,10.0,100.0,35.0,,69001,1
6950,21073160,Private room,151870808,2017-09-24,80%,0.5,10.0,10.0,9.0,9.0,10.0,97.0,35.0,$0.00,69001,7
11068,29741250,Private room,53735400,2016-01-07,100%,1.0,8.0,10.0,10.0,10.0,10.0,100.0,35.0,$45.00,69008,1
8837,23213334,Entire home/apt,96568512,2016-09-24,100%,1.33,9.0,9.0,10.0,9.0,9.0,90.0,35.0,$10.00,69007,12
8829,23182856,Entire home/apt,115547234,2017-02-08,100%,3.48,8.0,9.0,8.0,8.0,6.0,70.0,35.0,$8.00,69007,32
1000,4582581,Private room,14809773,2014-04-27,70%,0.06,7.0,8.0,9.0,7.0,7.0,73.0,35.0,,69005,3
9292,24648987,Entire home/apt,63551405,2016-03-18,100%,2.35,10.0,10.0,10.0,10.0,9.0,95.0,35.0,$0.00,69003,16
11265,29920390,Private room,224965734,2018-11-09,,1.0,8.0,10.0,10.0,10.0,10.0,80.0,35.0,,69003,1
9885,26728444,Entire home/apt,181159391,2018-03-28,,0.23,,,,,,,35.0,$0.00,69004,1
6962,21092457,Entire home/apt,21909062,2014-09-29,100%,0.15,9.0,10.0,10.0,10.0,10.0,100.0,35.0,$0.00,69003,2
9110,24089077,Entire home/apt,160020903,2017-11-25,,1.13,10.0,9.0,10.0,10.0,10.0,98.0,35.0,,69001,8
9829,26556971,Entire home/apt,144409402,2017-08-05,,0.83,10.0,10.0,10.0,10.0,8.0,100.0,35.0,$20.00,69001,1
9818,26529040,Entire home/apt,152955803,2017-10-02,,6.4,10.0,10.0,10.0,10.0,10.0,93.0,35.0,$6.00,69003,29
9105,24062151,Entire home/apt,181151176,2018-03-28,100%,1.17,9.0,10.0,10.0,10.0,9.0,95.0,35.0,$10.00,69001,9
9928,26831628,Private room,201778154,2018-07-12,100%,2.81,10.0,10.0,10.0,10.0,10.0,100.0,35.0,$0.00,69003,6
8735,22938924,Entire home/apt,47575786,2015-10-27,90%,1.82,9.0,9.0,9.0,9.0,8.0,89.0,35.0,,69007,18
10102,27390765,Entire home/apt,203194370,2018-07-18,,0.83,9.0,9.0,9.0,10.0,9.0,90.0,35.0,$35.00,69007,2
1657,6432474,Private room,286345,2010-11-13,,0.76,9.0,9.0,10.0,10.0,10.0,91.0,35.0,,69007,32
1049,4618016,Private room,22999035,2014-10-26,80%,1.54,10.0,10.0,10.0,10.0,10.0,97.0,35.0,$0.00,69008,74
10258,27915428,Entire home/apt,59091598,2016-02-16,90%,5.0,9.0,10.0,10.0,10.0,10.0,93.0,35.0,$0.00,69001,12
8992,23696834,Private room,8893631,2013-09-17,60%,5.4,10.0,10.0,10.0,10.0,9.0,98.0,35.0,,69001,45
9974,27037263,Entire home/apt,48142117,2015-11-04,100%,6.37,10.0,10.0,10.0,10.0,10.0,99.0,36.0,$12.00,69002,24
9572,25705197,Entire home/apt,191413344,2018-05-24,,1.09,10.0,10.0,10.0,10.0,8.0,100.0,36.0,,69007,5
9167,24276314,Entire home/apt,162007868,2017-12-09,100%,10.91,9.0,10.0,10.0,10.0,10.0,94.0,36.0,$0.00,69005,80
4108,13414234,Entire home/apt,10897635,2013-12-29,,0.1,9.0,9.0,9.0,9.0,9.0,80.0,36.0,$20.00,69006,3
1411,5135566,Private room,25540120,2015-01-03,,0.25,9.0,8.0,9.0,10.0,8.0,86.0,36.0,,69002,10
8581,22314123,Private room,10759139,2013-12-22,100%,1.56,10.0,10.0,10.0,10.0,10.0,97.0,36.0,$10.00,69002,15
8574,22301222,Shared room,72125421,2016-05-15,,1.0,9.0,9.0,10.0,10.0,10.0,96.0,36.0,$0.00,69100,11
5898,18128271,Entire home/apt,40678302,2015-08-06,,0.06,10.0,8.0,10.0,10.0,8.0,80.0,36.0,,69008,1
2443,9062322,Entire home/apt,13865377,2014-04-03,100%,0.9,9.0,9.0,10.0,10.0,10.0,95.0,36.0,$15.00,69006,33
1102,4648361,Private room,23626952,2014-11-11,100%,2.17,10.0,10.0,10.0,10.0,10.0,98.0,36.0,,69003,83
5015,15911576,Private room,25051671,2014-12-21,100%,1.19,10.0,10.0,10.0,10.0,10.0,99.0,36.0,$7.00,69003,28
8664,22670285,Private room,22146134,2014-10-05,,0.1,10.0,10.0,10.0,10.0,10.0,100.0,36.0,,69001,1
5138,16052410,Private room,248467,2010-09-29,80%,3.04,9.0,10.0,9.0,10.0,10.0,91.0,36.0,$5.00,69003,69
8478,22113181,Entire home/apt,89186926,2016-08-10,,0.09,10.0,10.0,10.0,10.0,10.0,100.0,36.0,,69001,1
2367,8964221,Entire home/apt,46848921,2015-10-18,,4.94,9.0,9.0,10.0,10.0,9.0,89.0,36.0,$20.00,69003,181
7808,21890750,Entire home/apt,67716171,2016-04-18,100%,1.74,10.0,10.0,10.0,10.0,10.0,95.0,36.0,$10.00,69007,20
4376,13821345,Entire home/apt,35194647,2015-06-07,,0.21,10.0,9.0,9.0,10.0,7.0,90.0,36.0,,69004,6
5711,17484647,Private room,42330252,2015-08-23,100%,0.26,10.0,10.0,10.0,10.0,8.0,90.0,36.0,,69001,4
5228,16142147,Private room,36129286,2015-06-18,90%,0.41,10.0,10.0,10.0,10.0,9.0,90.0,36.0,$10.00,69001,6
4920,15737108,Entire home/apt,101590938,2016-10-28,,0.04,10.0,10.0,10.0,10.0,10.0,100.0,36.0,,69007,1
9284,24636692,Entire home/apt,93891672,2016-09-06,100%,1.88,9.0,9.0,10.0,10.0,9.0,98.0,36.0,$0.00,69008,13
8888,23384613,Entire home/apt,40267138,2015-08-02,100%,0.71,10.0,9.0,10.0,9.0,9.0,87.0,36.0,$0.00,69003,3
10117,27433317,Private room,22333219,2014-10-09,100%,1.52,9.0,10.0,10.0,10.0,8.0,100.0,36.0,,69001,5
10189,27678945,Entire home/apt,11226345,2018-08-11,94%,7.5,9.0,9.0,10.0,9.0,9.0,90.0,36.0,$10.00,69003,24
768,4303415,Private room,21863700,2014-09-28,100%,4.53,10.0,9.0,10.0,10.0,10.0,97.0,36.0,$0.00,69007,219
5337,16211727,Entire home/apt,45796845,2015-10-05,,0.04,,,10.0,,10.0,100.0,36.0,,69009,1
10136,27516093,Entire home/apt,101060939,2016-10-24,100%,2.96,10.0,10.0,10.0,10.0,10.0,100.0,36.0,,69007,8
8793,23084236,Entire home/apt,157466240,2017-11-05,,0.33,10.0,10.0,10.0,10.0,9.0,93.0,36.0,,69005,3
2557,9194111,Entire home/apt,1040724,2011-08-30,,0.19,9.0,9.0,10.0,10.0,8.0,86.0,36.0,,69007,7
9910,26771513,Entire home/apt,199855521,2018-07-04,,0.61,8.0,8.0,8.0,9.0,6.0,80.0,36.0,$60.00,69007,2
4445,13949326,Entire home/apt,83028199,2016-07-11,,0.54,8.0,9.0,10.0,10.0,9.0,88.0,36.0,,69004,15
4724,15123053,Private room,95851745,2016-09-19,,3.5,10.0,10.0,10.0,10.0,10.0,98.0,36.0,,69008,92
6580,20040397,Private room,35879984,2015-06-15,,0.13,10.0,10.0,10.0,10.0,8.0,100.0,36.0,$15.00,69001,2
10978,29641036,Private room,56524767,2016-01-28,,3.0,10.0,10.0,10.0,10.0,10.0,100.0,36.0,$6.00,69003,3
4574,14417391,Entire home/apt,87651922,2016-08-03,100%,0.84,10.0,9.0,10.0,10.0,9.0,97.0,36.0,$10.00,69160,23
1547,5950455,Entire home/apt,14114935,2014-04-10,,0.3,8.0,7.0,9.0,9.0,7.0,71.0,36.0,,69003,13
6367,19559559,Entire home/apt,78263488,2016-06-17,,0.18,9.0,8.0,8.0,9.0,9.0,80.0,36.0,,69003,3
1821,7067478,Entire home/apt,10849829,2013-12-27,,0.07,9.0,6.0,10.0,10.0,10.0,100.0,36.0,,69003,2
4646,14781244,Private room,91466044,2016-08-23,100%,3.07,10.0,10.0,9.0,10.0,10.0,96.0,36.0,,69002,83
4762,15296611,Entire home/apt,25452531,2015-01-01,75%,0.79,9.0,10.0,10.0,10.0,9.0,96.0,36.0,$10.00,69006,20
4644,14781046,Entire home/apt,91466044,2016-08-23,100%,1.25,10.0,10.0,10.0,10.0,10.0,96.0,36.0,,69002,32
6325,19444767,Entire home/apt,5670089,2013-03-28,90%,5.03,9.0,10.0,9.0,10.0,9.0,85.0,36.0,$15.00,69001,86
9806,26483104,Entire home/apt,20763221,2014-08-31,,3.95,10.0,10.0,10.0,10.0,10.0,98.0,36.0,$0.00,69005,17
10559,28804109,Entire home/apt,217191710,2018-09-25,100%,3.85,8.0,9.0,8.0,9.0,9.0,76.0,37.0,$58.00,69002,5
9655,25986253,Entire home/apt,195330547,2018-06-13,100%,1.37,9.0,10.0,10.0,10.0,10.0,93.0,37.0,$20.00,69001,6
7145,21396392,Entire home/apt,72295434,2016-05-16,100%,2.28,9.0,10.0,10.0,9.0,10.0,99.0,37.0,$30.00,69003,30
1441,5331787,Entire home/apt,27631097,2015-02-12,0%,0.2,9.0,10.0,10.0,10.0,8.0,93.0,37.0,,69004,9
7767,21875702,Entire home/apt,74746065,2016-05-30,100%,0.87,9.0,10.0,10.0,10.0,9.0,96.0,37.0,$10.00,69007,10
10199,27721726,Entire home/apt,35409356,2015-06-09,100%,6.0,9.0,10.0,10.0,10.0,10.0,93.0,37.0,$0.00,69003,6
6941,21055276,Private room,151684161,2017-09-22,,0.23,7.0,10.0,9.0,9.0,6.0,67.0,37.0,$10.00,69002,3
10744,29252457,Entire home/apt,214650367,2018-09-10,,7.0,10.0,9.0,9.0,9.0,9.0,94.0,37.0,$0.00,69008,7
2148,8467587,Private room,38529162,2015-07-15,100%,0.17,8.0,9.0,9.0,10.0,9.0,84.0,37.0,$5.00,69006,5
9831,26562624,Entire home/apt,199737862,2018-07-03,,1.69,9.0,9.0,10.0,10.0,10.0,89.0,37.0,$0.00,69007,7
2091,8264031,Private room,21094220,2014-09-08,100%,1.08,9.0,10.0,10.0,10.0,10.0,94.0,37.0,,69005,42
1516,5788170,Private room,30031947,2015-03-26,100%,0.42,9.0,9.0,10.0,9.0,9.0,88.0,37.0,,69007,17
3545,12340468,Private room,28978699,2015-03-08,,2.02,10.0,10.0,10.0,10.0,10.0,97.0,37.0,,69009,64
3289,11439345,Private room,8333090,2013-08-22,100%,1.91,9.0,10.0,9.0,10.0,10.0,92.0,37.0,$15.00,69002,63
6027,18523956,Entire home/apt,20370417,2014-08-21,,1.13,10.0,10.0,10.0,10.0,9.0,93.0,37.0,,69003,21
